slno, Wall_1,Humid1, Wall_2,Humid2, Wall_3,Humid3, Wall_4,Humid4, Outside
604,24,69,25,63,26,83,25,69,28
605,24,70,25,63,26,86,25,71,28
606,24,70,25,63,26,85,25,72,28
607,24,70,25,62,26,85,25,72,28
608,24,69,25,63,26,87,25,73,28
609,24,70,25,65,26,87,25,75,28
610,24,70,25,65,26,86,25,75,28
611,24,71,25,65,26,86,25,75,28
612,24,70,25,65,26,86,25,76,28
613,24,70,25,65,26,86,25,76,28
614,24,69,25,66,26,87,25,76,28
615,24,70,25,66,26,87,25,77,28
616,24,70,25,67,26,87,25,77,28
617,24,70,25,67,26,87,25,77,28
618,24,71,25,68,26,87,25,78,28
619,24,72,25,68,26,88,25,78,28
620,24,72,25,68,26,88,25,78,28
621,25,72,26,70,26,88,25,78,28
622,25,72,26,70,26,89,25,79,28
623,25,73,26,70,26,88,25,79,28
624,25,73,26,71,26,89,25,79,28
625,25,73,26,71,26,91,25,80,28
626,25,73,26,72,26,89,25,80,28
627,25,73,26,72,26,89,25,80,28
628,25,73,26,72,26,91,25,80,28
629,25,73,26,73,26,89,25,80,28
630,25,74,26,73,26,89,25,81,28
631,25,74,26,73,26,91,25,81,28
632,25,75,26,74,26,89,25,81,28
633,25,75,26,74,26,90,25,82,28
634,25,74,26,75,26,90,25,82,28
635,25,74,26,75,26,90,25,82,28
636,25,75,26,75,26,89,25,82,28
637,25,74,26,75,26,90,25,82,28
638,25,75,26,76,26,90,25,82,28
639,25,75,26,76,26,90,25,83,28
640,25,75,26,76,26,90,25,83,28
641,25,76,26,76,26,91,25,83,28
642,25,76,26,77,26,91,25,83,28
643,25,76,26,77,26,91,25,83,28
644,25,76,26,77,26,91,25,83,28
645,25,76,26,77,26,91,25,83,28
646,25,76,26,77,27,92,25,84,28
647,25,76,26,78,27,91,25,83,28
648,25,75,26,78,27,91,25,83,28
649,25,74,26,79,27,91,25,82,28
650,25,75,26,79,27,91,25,82,28
651,25,75,26,78,27,91,25,82,28
652,25,76,26,78,27,90,25,82,28
653,25,76,26,77,27,89,25,81,28
654,25,76,26,77,27,89,25,80,28
655,25,77,26,76,27,90,25,80,28
656,24,75,26,75,27,89,25,80,28
657,24,74,26,74,27,88,25,79,28
658,24,76,26,73,27,87,25,78,28
659,24,75,26,72,27,89,25,78,28
660,24,75,26,72,27,87,25,77,28
661,24,73,26,71,27,86,25,76,28
662,24,73,26,71,27,88,25,75,28
663,24,72,26,69,27,85,25,75,28
664,24,72,26,69,26,85,25,75,28
665,24,72,26,69,26,87,25,74,28
666,24,72,26,68,26,83,25,73,28
667,24,72,26,68,26,84,25,73,28
668,24,72,26,66,26,83,25,72,28
669,24,72,26,66,26,83,25,72,29
670,24,73,26,66,26,85,25,73,29
671,24,73,26,66,26,86,25,75,29
672,24,72,26,66,26,85,25,75,29
673,24,72,26,67,26,87,25,75,29
674,24,71,26,67,26,87,25,76,29
675,24,72,26,68,26,86,25,77,29
676,24,73,26,68,26,87,25,77,29
677,24,74,26,69,26,89,25,78,29
678,24,73,26,69,26,88,25,78,29
679,24,74,26,69,26,88,25,79,29
680,24,73,26,69,26,88,25,79,29
681,24,73,26,69,26,88,25,79,29
682,24,73,26,70,26,88,25,80,29
683,25,73,26,71,26,88,25,80,29
684,25,72,26,71,26,89,25,80,29
685,25,73,26,73,26,91,25,80,29
686,25,73,26,73,26,90,25,80,29
687,25,74,26,73,26,89,25,81,29
688,25,74,26,74,26,89,25,81,29
689,25,74,26,74,26,90,25,81,29
690,25,74,26,74,26,89,25,81,29
691,25,74,26,75,26,90,25,81,29
692,25,74,26,75,26,92,25,82,29
693,25,75,26,75,26,89,25,82,29
694,25,75,26,75,26,90,25,82,29
695,25,75,26,76,26,90,25,82,29
696,25,75,26,76,26,89,25,82,29
697,25,75,26,76,26,92,25,83,29
698,25,75,26,76,26,90,25,83,29
699,25,75,26,77,26,91,25,83,29
700,25,75,26,77,26,91,25,83,29
701,25,75,26,77,26,92,25,83,29
702,25,75,26,77,26,90,25,83,29
703,25,76,26,78,27,90,25,83,29
704,25,75,26,78,27,92,25,83,29
705,25,74,26,78,27,89,25,83,29
706,25,74,26,78,27,90,25,82,29
707,25,75,26,78,27,89,25,82,29
708,25,75,26,77,27,91,25,81,29
709,25,76,26,77,27,89,25,81,29
710,25,75,26,75,27,88,25,81,29
711,25,75,26,75,27,90,25,80,29
712,24,75,26,74,27,87,25,79,29
713,24,75,26,73,27,87,25,79,29
714,24,75,26,73,27,86,25,78,29
715,24,75,26,72,27,86,25,77,29
716,24,72,26,70,27,87,25,75,29
717,24,73,26,70,27,85,25,75,29
718,24,72,26,70,26,82,25,74,29
719,24,73,26,69,26,85,25,74,29
720,24,71,26,69,26,83,25,73,29
721,24,71,26,68,26,82,25,72,29
722,24,72,26,67,26,82,25,72,29
723,24,72,26,67,26,82,25,72,29
724,24,73,26,67,26,84,25,72,29
725,24,73,26,66,26,82,25,73,29
726,24,74,26,66,26,84,25,74,29
727,24,73,26,66,26,86,25,75,29
728,24,72,26,67,26,86,25,75,29
729,24,71,26,67,26,86,25,74,29
730,24,71,26,67,26,86,25,74,29
731,24,71,26,68,26,86,25,75,29
732,24,72,26,68,26,86,25,75,29
733,24,72,26,68,26,85,25,75,29
734,25,72,26,68,26,87,25,75,29
735,25,72,26,69,26,87,25,76,29
736,25,72,26,69,26,87,25,76,29
737,25,72,26,69,26,87,25,76,29
738,25,71,26,70,26,87,25,76,29
739,25,72,26,70,26,86,25,76,29
740,25,71,26,71,26,88,25,76,29
741,25,71,26,71,26,87,25,76,29
742,25,71,26,71,26,88,25,76,29
743,25,71,26,71,26,87,25,76,29
744,25,72,26,71,26,88,25,76,29
745,25,72,26,72,27,89,26,77,29
746,25,72,26,72,27,88,26,78,29
747,25,72,26,72,27,88,26,78,29
748,25,72,26,72,27,90,26,78,29
749,25,72,26,72,27,89,26,78,29
750,25,72,26,73,27,88,26,78,29
751,25,72,26,73,27,88,26,78,29
752,25,72,26,73,27,88,26,78,29
753,25,73,26,73,27,89,26,79,29
754,25,74,26,73,27,89,26,79,29
755,25,74,26,74,27,89,26,79,29
756,26,74,26,74,27,88,26,79,29
757,26,75,26,74,27,89,26,79,29
758,26,74,26,74,27,89,26,79,29
759,26,74,26,74,27,88,26,79,29
760,26,75,26,74,27,88,26,80,29
761,26,74,26,75,27,89,26,80,29
762,26,75,26,75,27,88,26,80,29
763,26,75,26,75,27,89,26,80,29
764,26,75,26,75,27,89,26,80,29
765,26,75,26,76,27,90,26,80,29
766,26,75,26,76,27,90,26,80,29
767,26,75,26,76,27,90,26,81,29
768,26,75,26,76,27,90,26,81,29
769,26,75,26,76,27,90,26,81,29
770,26,75,26,76,27,89,26,81,29
771,26,76,26,77,27,89,26,81,29
772,26,76,26,77,27,90,26,82,29
773,26,75,26,77,27,91,26,82,29
774,26,76,26,78,27,92,26,82,29
775,26,77,26,78,27,92,26,82,29
776,26,76,26,78,27,90,26,82,29
777,26,77,26,79,27,90,26,83,29
778,26,77,26,78,27,91,26,83,29
779,26,77,26,78,27,91,26,83,29
780,26,77,26,79,27,90,26,84,29
781,26,77,26,79,27,91,26,84,29
782,26,77,26,79,27,91,26,84,29
783,26,77,26,80,27,92,26,84,29
784,26,78,26,80,27,91,26,85,29
785,26,77,26,80,27,91,26,85,29
786,26,77,26,80,27,92,26,85,29
787,26,78,26,81,27,91,26,85,29
788,26,77,26,80,27,92,26,85,29
789,26,77,26,80,27,92,26,86,29
790,26,77,26,81,27,92,26,86,29
791,26,77,26,81,27,92,26,86,29
792,26,78,26,82,27,93,26,86,29
793,26,78,26,82,27,93,26,86,29
794,26,78,26,82,27,93,26,86,29
795,26,78,26,82,27,93,26,87,29
796,26,78,26,83,27,92,26,87,29
797,26,78,26,83,27,92,26,87,29
798,26,78,26,83,27,93,26,87,29
799,26,79,26,83,27,94,26,87,29
800,26,78,26,83,27,93,26,87,29
801,26,79,26,84,27,93,26,88,29
802,26,79,26,83,27,95,26,88,29
803,26,79,26,84,27,94,26,88,29
804,26,79,26,84,27,93,26,88,29
805,26,79,26,84,27,94,26,88,29
806,26,79,26,84,27,94,26,88,29
807,26,79,26,84,27,94,26,88,29
808,26,80,26,84,27,94,26,88,29
809,26,80,26,85,27,94,26,88,29
810,26,80,26,85,27,94,26,88,29
811,26,80,26,85,27,94,26,88,29
812,26,80,26,85,27,94,26,88,29
813,26,80,26,85,27,94,26,88,29
814,26,80,26,85,27,95,26,88,29
815,26,80,26,85,27,94,26,89,29
816,26,80,26,85,27,95,26,88,29
817,26,80,26,85,27,94,26,89,29
818,26,80,26,85,27,95,26,88,29
819,26,80,26,85,27,95,26,89,29
820,26,78,26,85,27,94,26,88,29
821,26,78,26,85,27,93,26,87,29
822,26,79,26,85,27,94,26,87,29
823,26,79,26,85,27,94,26,87,29
824,26,78,26,84,27,92,26,87,29
825,26,79,26,83,27,93,26,86,29
826,25,78,26,83,27,93,26,85,29
827,25,78,26,82,27,92,26,85,29
828,25,78,26,81,27,91,26,84,29
829,25,78,26,79,27,90,26,83,29
830,25,78,26,79,27,90,26,83,29
831,25,77,26,78,27,89,26,82,29
832,25,78,26,78,27,88,26,81,29
833,25,77,26,77,27,88,26,80,29
834,25,76,26,76,27,87,26,80,29
835,25,78,26,75,27,86,26,79,29
836,25,77,26,74,27,87,26,79,29
837,25,76,26,74,27,86,26,78,29
838,25,76,26,72,27,86,26,78,29
839,25,73,26,72,27,85,26,77,29
840,25,75,26,72,27,84,26,77,29
841,25,76,26,72,27,85,26,76,29
842,25,77,26,71,27,88,26,79,29
843,25,77,26,71,27,89,26,79,29
844,25,76,26,71,27,90,26,79,29
845,25,75,26,72,27,90,26,79,29
846,25,76,26,72,27,89,26,79,29
847,25,75,26,73,27,88,26,79,29
848,25,75,26,73,27,89,26,79,29
849,25,75,26,74,27,89,26,80,29
850,25,76,26,74,27,89,26,80,29
851,25,76,26,74,27,89,26,80,29
852,25,75,26,74,27,89,26,80,29
853,25,76,26,74,27,89,26,81,29
854,25,75,26,74,27,90,26,80,29
855,25,75,26,75,27,90,26,81,29
856,25,75,26,75,27,89,26,80,29
857,25,75,26,75,27,90,26,81,29
858,25,75,26,76,27,90,26,81,29
859,25,75,26,76,27,90,26,81,29
860,25,75,26,76,27,92,26,81,29
861,26,75,26,76,27,90,26,81,29
862,26,76,26,76,27,89,26,81,29
863,26,76,26,76,27,89,26,81,29
864,26,76,26,76,27,90,26,82,29
865,26,76,26,77,27,90,26,82,29
866,26,76,26,77,27,92,26,82,29
867,26,76,26,77,27,90,26,82,29
868,26,76,26,77,27,91,26,82,29
869,26,76,26,77,27,90,26,82,29
870,26,76,26,77,27,91,26,82,29
871,26,76,26,77,27,91,26,82,29
872,26,77,26,78,27,91,26,82,29
873,26,77,26,78,27,93,26,83,29
874,26,77,26,78,27,91,26,83,29
875,26,77,26,79,27,91,26,83,29
876,26,77,26,78,27,92,26,83,29
877,26,77,26,79,27,91,26,83,29
878,26,77,26,79,27,91,26,83,29
879,26,77,26,79,27,91,26,83,29
880,26,77,27,79,27,91,26,83,29
881,26,77,27,79,27,91,26,83,29
882,26,77,27,80,27,91,26,84,29
883,26,77,27,79,27,92,26,84,29
884,26,77,27,79,27,91,26,84,29
885,26,78,27,79,27,92,26,85,29
886,26,78,27,80,27,91,26,85,29
887,26,78,27,80,27,92,26,85,29
888,26,78,27,81,27,91,26,86,29
889,26,78,27,81,27,92,26,86,29
890,26,78,27,81,27,92,26,86,29
891,26,78,27,81,27,93,26,86,29
892,26,78,27,82,27,94,26,86,29
893,26,78,27,82,27,92,26,86,29
894,26,79,27,82,27,94,26,86,29
895,26,79,27,82,27,93,26,87,29
896,26,79,27,83,27,93,26,87,29
897,26,79,27,83,27,95,26,87,29
898,26,79,27,83,27,92,26,87,29
899,26,79,27,83,27,93,26,87,29
900,26,79,27,83,27,93,26,87,29
901,26,80,27,84,27,95,26,88,29
902,26,79,27,84,27,94,26,88,29
903,26,80,27,84,27,94,26,88,29
904,26,79,27,84,27,94,26,88,29
905,26,80,27,85,27,94,26,88,29
906,26,79,27,85,27,94,26,88,29
907,26,80,27,85,27,95,26,88,29
908,26,80,27,85,27,94,26,88,29
909,27,80,27,85,27,94,26,88,29
910,27,80,27,85,27,94,26,88,29
911,27,80,27,85,27,95,26,88,29
912,27,80,27,85,27,94,26,88,29
913,27,80,27,85,27,94,26,89,29
914,27,80,27,86,27,94,26,89,29
915,27,81,27,86,27,95,26,89,29
916,27,80,27,86,27,95,26,88,29
917,27,80,27,86,27,95,26,89,29
918,27,81,27,86,27,95,26,89,29
919,27,80,27,86,27,95,26,89,29
920,27,81,27,87,27,95,26,89,29
921,27,81,27,86,27,95,26,89,29
922,27,80,27,87,27,95,26,89,29
923,27,81,27,87,27,95,26,89,29
924,27,81,27,87,27,95,26,89,29
925,27,81,27,87,27,95,26,89,29
926,27,80,27,87,27,95,26,89,29
927,27,81,27,87,27,95,26,89,29
928,27,81,27,87,27,95,26,89,29
929,27,81,27,87,27,95,26,89,29
930,27,81,27,87,27,95,26,89,29
931,27,81,27,87,27,95,26,89,29
932,27,81,27,87,27,95,26,89,29
933,27,81,27,87,27,95,26,89,29
934,27,81,27,87,27,95,26,89,29
935,27,81,27,88,27,95,26,89,29
936,27,81,27,88,27,95,26,89,29
937,27,81,27,88,27,95,26,89,29
938,27,81,27,88,27,95,26,89,29
939,27,81,27,88,27,95,26,90,29
940,27,81,27,88,27,95,26,89,29
941,27,81,27,88,27,95,26,89,29
942,27,81,27,88,27,95,26,90,29
943,27,81,27,88,27,95,26,90,29
944,27,81,27,88,27,95,26,90,29
945,27,81,27,88,27,95,26,90,29
946,27,81,27,88,27,95,26,90,29
947,27,81,27,88,27,95,26,90,29
948,27,81,27,88,27,95,26,90,29
949,27,81,27,88,27,95,26,89,29
950,27,81,27,88,27,95,26,90,29
951,27,81,27,88,27,95,26,89,29
952,27,81,27,88,27,95,26,89,29
953,27,80,27,88,27,95,26,88,29
954,27,80,27,88,27,95,26,88,29
955,27,80,27,86,27,95,26,88,29
956,26,81,27,86,27,94,26,88,29
957,26,81,27,85,27,94,26,88,29
958,26,80,27,84,27,95,26,86,29
959,26,81,27,84,27,93,26,86,29
960,26,80,27,83,27,92,26,85,29
961,26,80,27,82,27,93,26,85,29
962,26,79,27,81,27,92,26,84,29
963,26,83,27,81,27,93,26,84,29
964,26,81,27,80,27,90,26,84,29
965,26,83,27,80,27,92,26,86,29
966,26,82,27,80,27,93,26,86,29
967,26,81,27,80,27,93,26,86,29
968,26,81,27,80,27,93,26,86,29
969,26,81,27,81,27,95,26,87,29
970,26,82,27,82,27,94,26,87,29
971,26,82,27,82,27,93,26,88,29
972,26,81,27,82,27,94,26,88,29
973,26,81,27,82,27,94,26,88,29
974,26,81,27,82,27,95,26,88,29
975,26,82,27,82,27,94,26,88,29
976,26,81,27,83,27,95,26,89,29
977,26,81,27,84,27,95,26,89,29
978,26,82,27,85,27,95,26,89,29
979,26,82,27,85,27,95,26,89,29
980,26,82,27,85,27,95,26,89,29
981,26,82,27,85,27,95,26,89,29
982,26,82,27,86,27,95,26,89,29
983,26,82,27,86,27,95,26,89,29
984,26,82,27,86,27,95,26,90,29
985,26,83,27,86,27,95,26,90,29
986,26,83,27,86,27,95,26,90,29
987,26,83,27,87,27,95,26,90,29
988,26,83,27,87,27,95,26,90,29
989,26,83,27,87,27,95,26,90,29
990,26,83,27,87,27,95,26,90,29
991,26,83,27,87,27,95,26,90,29
992,26,83,27,87,27,95,26,90,29
993,26,83,27,87,27,95,26,90,29
994,26,83,27,87,27,95,26,90,29
995,26,83,27,87,27,95,26,90,29
996,26,83,27,87,27,95,26,90,29
997,27,83,27,87,27,95,26,90,29
998,27,83,27,88,27,95,26,90,29
999,27,83,27,88,27,95,26,91,29
1000,27,83,27,88,27,95,26,90,29
1001,27,83,27,88,27,95,26,90,29
1002,27,83,27,88,27,95,26,90,29
1003,27,83,27,88,27,95,26,91,29
1004,27,83,27,88,27,95,26,90,29
1005,27,82,27,88,27,95,26,90,29
1006,27,83,27,88,27,95,26,91,29
1007,27,83,27,88,27,95,26,90,29
1008,27,83,27,88,27,95,26,90,29
1009,27,82,27,88,27,95,26,90,29
1010,27,82,27,88,27,95,26,90,29
1011,27,82,27,89,27,95,26,90,29
1012,27,82,27,88,27,95,26,90,29
1013,27,82,27,88,27,95,26,90,29
1014,27,82,27,88,27,95,26,90,29
1015,27,82,27,89,27,95,26,90,29
1016,27,82,27,88,27,95,26,90,29
1017,27,82,27,88,27,95,26,90,29
1018,27,82,27,88,27,95,26,90,29
1019,27,82,27,89,27,95,26,90,29
1020,27,82,27,89,27,95,26,90,29
1021,27,82,27,89,27,95,26,90,29
1022,27,82,27,89,27,95,27,90,29
1023,27,82,27,89,27,95,27,90,29
1024,27,82,27,89,27,95,27,90,29
1025,27,82,27,89,27,95,27,90,29
1026,27,82,27,89,27,95,27,90,29
1027,27,82,27,89,27,95,27,90,29
1028,27,82,27,88,27,95,27,90,29
1029,27,82,27,88,27,95,27,90,29
1030,27,82,27,88,27,95,27,90,29
1031,27,82,27,88,27,95,27,90,29
1032,27,82,27,88,27,95,27,90,29
1033,27,82,27,88,27,95,27,90,29
1034,27,82,27,88,27,95,27,90,29
1035,27,82,27,89,27,95,27,90,29
1036,27,82,27,89,27,95,27,90,29
1037,27,82,27,89,27,95,27,90,29
1038,27,82,27,89,27,95,27,90,29
1039,27,82,27,89,27,95,27,90,29
1040,27,82,27,89,27,95,27,90,29
1041,27,82,27,89,27,95,27,90,29
1042,27,82,27,88,27,95,27,90,29
1043,27,82,27,88,28,95,27,90,29
1044,27,82,27,89,28,95,27,90,29
1045,27,82,27,89,28,95,27,90,29
1046,27,82,27,89,28,95,27,89,29
1047,27,81,27,89,28,95,27,89,29
1048,27,82,27,89,28,95,27,90,29
1049,27,82,27,88,28,95,27,89,29
1050,27,82,27,88,28,95,27,90,29
1051,28,83,27,88,28,95,27,89,29
1052,28,83,27,88,28,95,27,90,29
1053,28,83,27,89,28,95,27,89,29
1054,28,83,27,89,28,95,27,89,29
1055,28,83,27,88,28,95,27,89,29
1056,28,83,27,88,28,95,27,89,29
1057,28,83,27,88,28,95,27,89,29
1058,28,83,27,89,28,95,27,89,29
1059,28,83,27,88,28,95,27,89,29
1060,28,83,27,88,28,95,27,89,29
1061,28,83,27,88,28,95,27,89,29
1062,28,83,27,88,28,95,27,89,29
1063,28,83,27,88,28,95,27,89,29
1064,28,83,27,88,28,95,27,89,29
1065,28,82,27,88,28,95,27,89,29
1066,28,82,27,89,28,95,27,89,29
1067,28,82,27,88,28,95,27,89,29
1068,28,82,27,88,28,95,27,89,29
1069,28,82,27,88,28,95,27,89,29
1070,28,82,27,88,28,95,27,89,29
1071,28,82,27,88,28,95,27,89,29
1072,28,82,27,88,28,95,27,89,29
1073,28,82,27,88,28,95,27,89,29
1074,28,82,27,88,28,95,27,89,29
1075,28,82,27,88,28,95,27,89,29
1076,28,82,27,88,28,95,27,89,29
1077,28,82,27,88,28,95,27,89,29
1078,28,82,27,88,28,95,27,89,29
1079,28,82,27,88,28,95,27,89,29
1080,28,82,27,88,28,95,27,89,29
1081,28,82,27,88,28,95,27,89,29
1082,28,82,27,88,28,95,27,89,29
1083,28,82,27,88,28,95,27,89,29
1084,28,82,27,87,28,95,27,89,29
1085,28,82,27,88,28,95,27,89,29
1086,28,82,27,88,28,95,27,89,29
1087,28,81,27,88,28,95,27,88,29
1088,28,81,27,87,28,95,27,88,29
1089,28,82,27,88,28,95,27,88,29
1090,28,82,27,88,28,95,27,88,29
1091,28,81,27,88,28,95,27,88,29
1092,28,81,27,88,28,95,27,88,29
1093,28,81,27,88,28,95,27,88,29
1094,28,81,27,88,28,95,27,88,29
1095,28,81,27,88,28,95,27,88,29
1096,28,81,27,87,28,95,27,88,29
1097,28,81,27,87,28,95,27,88,29
1098,28,81,27,87,28,95,27,88,29
1099,28,81,27,88,28,95,27,88,29
1100,28,81,27,87,28,95,27,88,29
1101,28,81,27,88,28,95,27,88,29
1102,28,81,27,87,28,95,27,88,29
1103,28,81,28,88,28,95,27,88,29
1104,28,81,28,88,28,95,27,88,29
1105,28,81,28,88,28,95,27,88,29
1106,28,81,28,88,28,95,27,87,29
1107,28,81,28,88,28,95,27,87,29
1108,28,81,28,88,28,95,27,87,29
1109,28,80,28,88,28,95,27,87,29
1110,28,80,28,88,28,95,27,87,29
1111,28,80,28,88,28,95,27,87,29
1112,28,80,28,88,28,95,27,87,29
1113,28,80,28,88,28,95,27,87,29
1114,28,80,28,88,28,95,27,87,29
1115,28,80,28,88,28,95,27,87,29
1116,28,80,28,88,28,95,27,87,29
1117,28,80,28,88,28,95,27,87,29
1118,28,80,28,88,28,95,27,87,29
1119,28,80,28,88,28,95,27,87,29
1120,28,80,28,87,28,95,27,87,29
1121,28,80,28,87,28,95,27,87,29
1122,28,80,28,87,28,95,27,87,29
1123,28,80,28,87,28,95,27,87,29
1124,28,80,28,87,28,95,27,87,29
1125,28,80,28,87,28,95,27,87,29
1126,28,80,28,87,28,95,27,87,29
1127,28,80,28,87,28,95,27,86,29
1128,28,80,28,87,28,95,27,86,29
1129,28,80,28,87,28,95,27,86,29
1130,28,79,28,87,28,95,27,86,29
1131,28,79,28,87,28,95,27,86,29
1132,28,79,28,87,28,95,27,86,29
1133,28,79,28,87,28,95,27,86,29
1134,28,79,28,87,28,95,27,86,29
1135,28,79,28,87,28,95,27,87,29
1136,28,79,28,87,28,95,27,86,29
1137,28,79,28,86,28,95,27,86,29
1138,28,79,28,86,28,95,27,86,29
1139,28,79,28,86,28,95,27,86,29
1140,28,79,28,86,28,95,27,86,29
1141,28,79,28,86,28,95,27,86,29
1142,28,79,28,86,28,95,27,86,29
1143,28,79,28,86,28,95,27,86,29
1144,28,79,28,86,28,95,27,86,29
1145,28,78,28,86,28,94,27,86,29
1146,28,79,28,86,28,94,27,86,29
1147,28,79,28,86,28,95,27,85,29
1148,28,78,28,86,28,94,27,86,29
1149,28,78,28,86,28,94,27,85,29
1150,28,78,28,86,28,94,28,86,29
1151,28,78,28,86,28,94,28,85,29
1152,28,78,28,86,28,94,28,86,29
1153,28,78,28,86,28,94,28,86,29
1154,28,78,28,86,28,95,28,86,29
1155,28,78,28,85,28,94,28,85,29
1156,28,78,28,85,28,94,28,85,29
1157,28,78,28,86,28,94,28,86,29
1158,28,78,28,85,28,93,28,86,29
1159,28,78,28,85,28,94,28,86,29
1160,28,78,28,85,28,94,28,86,29
1161,28,78,28,85,28,94,28,86,29
1162,28,78,28,85,28,95,28,86,29
1163,28,78,28,85,28,94,28,85,29
1164,28,77,28,85,28,94,28,86,29
1165,28,77,28,85,28,93,28,86,29
1166,28,77,28,85,28,93,28,86,29
1167,28,77,28,85,28,93,28,85,29
1168,28,77,28,85,28,93,28,85,29
1169,28,77,28,85,28,93,28,85,29
1170,28,77,28,85,28,93,28,85,29
1171,28,77,28,84,28,93,28,85,29
1172,28,77,28,84,28,93,28,85,29
1173,28,77,28,84,28,93,28,85,29
1174,28,77,28,84,28,94,28,85,29
1175,28,77,28,84,28,93,28,85,29
1176,28,77,28,84,28,93,28,85,29
1177,28,77,28,84,28,93,28,85,29
1178,28,77,28,84,28,92,28,85,29
1179,28,77,28,84,28,93,28,85,29
1180,28,77,28,84,28,93,28,85,29
1181,28,77,28,84,28,93,28,84,29
1182,28,76,28,84,28,93,28,85,29
1183,28,76,28,84,28,93,28,84,29
1184,28,76,28,84,28,93,28,85,29
1185,28,76,28,84,28,92,28,84,29
1186,28,76,28,84,28,93,28,84,29
1187,28,76,28,83,28,92,28,84,29
1188,28,76,28,83,28,92,28,84,29
1189,28,76,28,83,28,92,28,84,29
1190,28,76,28,83,28,92,28,84,29
1191,28,76,28,84,28,92,28,84,29
1192,28,76,28,83,28,92,28,84,29
1193,28,76,28,83,28,92,28,84,29
1194,28,76,28,83,28,91,28,84,29
1195,28,76,28,83,28,92,28,84,29
1196,28,76,28,83,28,92,28,84,29
1197,28,76,28,83,28,92,28,84,29
1198,28,76,28,83,28,92,28,84,29
1199,28,76,28,83,28,92,28,84,29
1200,28,76,28,83,28,92,28,84,29
